,Unnamed: 0,数据名称,数据类型,数据标签,数据大小,数据格式,时间范围,数据规格,价格,评价,浏览量,店铺
1447,1579,广州佛山地铁地理位置数据,文本,位置地图 ,180224.0,shp,2017.01-2017.04,单个数据 ,2000.0,5.0分,21451,北京大地图科技有限公司
1448,1580,293批次车辆生产企业及新车产品准入数据,文本,,1258291.2,xlsx,2017.02-2017.02,单个数据 ,15.0,5.0分,27913,北京哈睿数据有限公司
1449,1581,285批次车辆生产企业及新车产品准入数据,文本,,1887436.8,xlsx,2016.05-2016.05,单个数据 ,15.0,5.0分,28426,北京哈睿数据有限公司
1450,1582,北京市商圈数据,文本,位置地图 ,167936.0,shp,2017.01-2017.05,单个数据 ,990.0,5.0分,28255,北京大地图科技有限公司
1451,1583,292批次车辆生产企业及新车产品准入数据,文本,,6710886.4,xlsx,2017.01-2017.01,单个数据 ,15.0,5.0分,27682,北京哈睿数据有限公司
1452,1584,2015年中国内资企业类型分布图,图片,位置地图 企业综合 ,6815744.0,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,24672,北京大地图科技有限公司
1453,1585,281批次车辆生产企业及新车产品准入数据,文本,,1782579.2,xlsx,2016.01-2016.01,单个数据 ,15.0,5.0分,20244,北京哈睿数据有限公司
1454,1587,2015年中国按产业分级法人单位数分布图,图片,位置地图 企业综合 ,7130316.8,JPG,2016.10-2016.10,单个数据 ,200.0,5.0分,21496,北京大地图科技有限公司
1455,1588,286批次车辆生产企业及新车产品准入数据,文本,,1572864.0,xlsx,2016.06-2016.06,单个数据 ,15.0,5.0分,30200,北京哈睿数据有限公司
1456,1589,291批次车辆生产企业及新车产品准入数据,文本,,2411724.8,xlsx,2016.11-2016.11,单个数据 ,15.0,5.0分,26866,北京哈睿数据有限公司
1457,1590,288批次车辆生产企业及新车产品准入数据,文本,,4613734.4,xlsx,2016.09-2016.09,单个数据 ,15.0,5.0分,26822,北京哈睿数据有限公司
1458,1591,287批次车辆生产企业及新车产品准入数据,文本,,1572864.0,xlsx,2016.08-2016.08,单个数据 ,15.0,5.0分,21795,北京哈睿数据有限公司
1459,1592,青岛地铁地理位置数据,文本,位置地图 ,40960.0,shp,2017.01-2017.05,单个数据 ,880.0,5.0分,23222,北京大地图科技有限公司
1460,1593,全国耐克专卖店位置数据,文本,,350208.0,xlsx,2016.10-2017.10,单个数据 ,377.0,5.0分,29872,北京大地图科技有限公司
1461,1594,全国科技馆位置数据,文本,位置地图 ,129024.0,xlsx,2016.11-2017.11,单个数据 ,119.0,5.0分,23084,北京大地图科技有限公司
1462,1595,全国云贵菜系餐馆位置数据,文本,位置地图 ,1992294.4,xlsx,2016.11-2017.10,单个数据 ,2128.0,5.0分,21327,北京大地图科技有限公司
1463,1596,O2O外卖数据,文本,电子商务 商品信息 ,176128.0,csv,2017.09-2017.09,单个数据 ,5000.0,5.0分,23307,北京爱魔镜科技有限公司
1464,1597,房产行业新闻2014年,文本,新闻资讯 舆情监测 ,11114905.6,Excel,2014.01-2014.12,单个数据 ,708.16,5.0分,29193,北京麦克斯泰科技有限公司
1465,1598,2015年全国水库建设分布图,文本,位置地图 产业经济 ,6710886.4,JPG,2016.10-2017.10,单个数据 ,200.0,5.0分,23630,北京大地图科技有限公司
1466,1599,2015年全国畜产品产量分布图,图片,位置地图 产业经济 ,7444889.6,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,28670,北京大地图科技有限公司
1467,1600,全国渔业资源分布图,图片,位置地图 产业经济 ,9646899.2,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,25688,北京大地图科技有限公司
1468,1601,家具行业新闻2013年,文本,新闻资讯 舆情监测 ,2516582.4,Excel,2013.01-2013.12,单个数据 ,119.42,5.0分,22064,北京麦克斯泰科技有限公司
1469,1602,全国棉花种植区域分布图,文本,位置地图 产业经济 ,6815744.0,JPG,2016.10-2017.10,单个数据 ,200.0,5.0分,26488,北京大地图科技有限公司
1470,1603,2015年全国农作物播种面积分布图,文本,位置地图 产业经济 ,7235174.4,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,20774,北京大地图科技有限公司
1471,1604,2015年全国木材产量分布图,文本,位置地图 产业经济 ,10380902.4,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,29790,北京大地图科技有限公司
1472,1605,全国油料作物产区分布图,文本,位置地图 产业经济 ,6710886.4,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,24624,北京大地图科技有限公司
1473,1606,全国小麦产区分布图,文本,位置地图 产业经济 ,7025459.2,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,28102,北京大地图科技有限公司
1474,1607,全国玉米种植区域分布图,文本,位置地图 产业经济 ,6710886.4,JPG,2016.10-2017.10,单个数据 ,200.0,5.0分,27342,北京大地图科技有限公司
1475,1608,全国水稻产区分布图,文本,位置地图 产业经济 ,7235174.4,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,26973,北京大地图科技有限公司
1476,1609,全国畜牧区划图,文本,位置地图 产业经济 ,6396313.6,JPG,2016.10-2017.11,单个数据 ,200.0,5.0分,30018,北京大地图科技有限公司
1477,1610,全国农牧产品分布图,文本,位置地图 产业经济 ,9437184.0,JPG,2016.10-2017.11,单个数据 ,200.0,5.0分,26207,北京大地图科技有限公司
1478,1611,全国糖料作物产区分布图,文本,位置地图 产业经济 ,6815744.0,JPG,2016.11-2017.11,单个数据 ,200.0,5.0分,26458,北京大地图科技有限公司
1479,1612,全国林场企业基地位置数据,文本,产业经济 ,1468006.4,xlsx,2016.11-2017.10,单个数据 ,2011.0,5.0分,28255,北京大地图科技有限公司
1480,1613,全国吉利汽车特约销售点位置数据,文本,位置地图 ,234496.0,xlsx,2016.10-2017.11,单个数据 ,225.0,5.0分,24477,北京大地图科技有限公司
1481,1614,上海商圈数据,文本,位置地图 ,120832.0,shp,2017.01-2017.05,单个数据 ,990.0,5.0分,25144,北京大地图科技有限公司
1482,1615,长沙商圈数据,文本,位置地图 ,64512.0,shp,2017.03-2017.06,单个数据 ,888.0,5.0分,24963,北京大地图科技有限公司
1483,1616,全国重点景区位置数据及深度信息,文本,位置地图 ,2202009.6,xlsx,2017.01-2017.05,单个数据 ,990.0,5.0分,27190,北京大地图科技有限公司
1484,1617,成都商圈数据,文本,位置地图 ,75776.0,shp,2017.05-2017.05,单个数据 ,888.0,5.0分,24134,北京大地图科技有限公司
1485,1618,北京市公交站点位置数据,文本,公路铁路 市内交通 ,1468006.4,xlsx,2017.02-2017.08,单个数据 ,1442.0,5.0分,24608,北京大地图科技有限公司
1486,1619,广州商圈数据,文本,位置地图 ,56320.0,shp,2017.01-2017.05,单个数据 ,888.0,5.0分,28744,北京大地图科技有限公司
1487,1620,苏州地铁地理位置数据,文本,位置地图 ,80896.0,shp,2017.01-2017.04,单个数据 ,990.0,5.0分,24275,北京大地图科技有限公司
1488,1621,【杭州市】餐饮门店位置数据,文本,位置地图 ,2936012.8,.xls,2017.01-2017.08,单个数据 ,4800.0,5.0分,25777,嘉兴四维智城信息科技有限公司
1489,1622,武汉商圈数据,文本,位置地图 ,75776.0,shp,2017.04-2017.05,单个数据 ,680.0,5.0分,24821,北京大地图科技有限公司
1490,1623,南京商圈数据,文本,位置地图 ,59392.0,shp,2017.01-2017.05,单个数据 ,680.0,5.0分,23691,北京大地图科技有限公司
1491,1624,290批次车辆生产企业及新车产品准入数据,文本,,1048576.0,xlsx,2016.10-2016.11,单个数据 ,15.0,5.0分,27578,北京哈睿数据有限公司
1492,1625,289批次车辆生产企业及新车产品准入数据,文本,,1782579.2,xlsx,2016.09-2016.10,单个数据 ,15.0,5.0分,28488,北京哈睿数据有限公司
1493,1626,283批次车辆生产企业及新车产品准入数据,文本,,1782579.2,xlsx,2016.03-2016.03,单个数据 ,15.0,5.0分,28990,北京哈睿数据有限公司
1494,1627,深圳商圈数据,文本,位置地图 ,34816.0,shp,2017.01-2017.05,单个数据 ,888.0,5.0分,22780,北京大地图科技有限公司
1495,1628,杭州商圈数据,文本,位置地图 ,84992.0,shp,2017.05-2017.05,单个数据 ,888.0,5.0分,24240,北京大地图科技有限公司
1496,1629,全国银行联行号数据,文本,银行卡信息 ,3355443.2,csv,-,单个数据 ,399.0,5.0分,24842,徐州尚成网络科技有限公司
1497,1630,南京地铁地理位置数据,文本,位置地图 ,144384.0,shp,2017.01-2017.04,单个数据 ,990.0,5.0分,24360,北京大地图科技有限公司
1498,1631,284批次车辆生产企业及新车产品准入数据,文本,,1782579.2,xlsx,2016.04-2016.04,单个数据 ,15.0,5.0分,25825,北京哈睿数据有限公司
1499,1632,天津商圈数据,文本,位置地图 ,70656.0,shp,2017.01-2017.05,单个数据 ,680.0,5.0分,23517,北京大地图科技有限公司
1500,1633,郑州商圈数据,文本,位置地图 ,43008.0,shp,2017.01-2017.05,单个数据 ,680.0,5.0分,27767,北京大地图科技有限公司
1501,1634,重庆商圈数据,文本,位置地图 ,54272.0,shp,2017.01-2017.05,单个数据 ,680.0,5.0分,21042,北京大地图科技有限公司
1502,1635,石家庄市公交站点位置数据,文本,位置地图 市内交通 ,337920.0,xlsx,2017.02-2017.07,单个数据 ,257.0,5.0分,30425,北京大地图科技有限公司
1503,1636,南昌商圈数据,文本,位置地图 ,45056.0,shp,2017.03-2017.06,单个数据 ,680.0,5.0分,26178,北京大地图科技有限公司
1504,1637,旅游政策新闻2016年,文本,新闻资讯 舆情监测 ,14994636.8,Excel,2016.01-2016.12,单个数据 ,1553.34,5.0分,28802,北京麦克斯泰科技有限公司
1505,1638,手机政策新闻2016年,文本,新闻资讯 舆情监测 ,1992294.4,Excel,2016.01-2016.12,单个数据 ,267.92,5.0分,23357,北京麦克斯泰科技有限公司
1506,1639,济南市公交站点位置数据,文本,市内交通 ,369664.0,xlsx,2017.02-2017.07,单个数据 ,367.0,5.0分,29619,北京大地图科技有限公司
1507,1640,昆明商圈数据,文本,位置地图 ,52224.0,shp,2017.03-2017.06,单个数据 ,680.0,5.0分,24564,北京大地图科技有限公司
1508,1641,旅游政策新闻2015年,文本,新闻资讯 舆情监测 ,15938355.2,Excel,2015.01-2015.12,单个数据 ,1821.16,5.0分,25941,北京麦克斯泰科技有限公司
1509,1642,旅游政策新闻2013年,文本,新闻资讯 舆情监测 ,78848.0,Excel,2013.01-2013.12,单个数据 ,52.78,5.0分,23039,北京麦克斯泰科技有限公司
1510,1643,手机政策新闻2014年,文本,新闻资讯 舆情监测 ,34816.0,Excel,2014.01-2014.12,单个数据 ,3.24,5.0分,29954,北京麦克斯泰科技有限公司
1511,1644,旅游政策新闻2014年,文本,新闻资讯 舆情监测 ,196608.0,Excel,2014.01-2014.12,单个数据 ,13.34,5.0分,21706,北京麦克斯泰科技有限公司
1512,1645,电商数据评论定制采集,文本,电子商务 商品信息 ,9856614.4,Excel,2017.01-2017.11,单个数据 ,3000.0,5.0分,27314,深圳安托网络服务有限公司
1513,1646,手机政策新闻2015年,文本,新闻资讯 舆情监测 ,2306867.2,Excel,2015.01-2015.12,单个数据 ,331.72,5.0分,28739,北京麦克斯泰科技有限公司
1514,1647,天津地铁地理位置数据,文本,位置地图 ,106496.0,shp,2017.01-2017.04,单个数据 ,1500.0,5.0分,21878,北京大地图科技有限公司
1515,1648,金融政策新闻2016年,文本,新闻资讯 舆情监测 ,28835840.0,Excel,2016.01-2016.12,单个数据 ,3555.12,5.0分,29805,北京麦克斯泰科技有限公司
1516,1649,鄂尔多斯市公交站点位置数据,文本,公路铁路 市内交通 ,87040.0,xlsx,2017.02-2017.07,单个数据 ,75.0,5.0分,25123,北京大地图科技有限公司
1517,1650,汽车政策新闻2015年,文本,新闻资讯 舆情监测 ,2831155.2,Excel,2015.01-2015.12,单个数据 ,419.78,5.0分,26846,北京麦克斯泰科技有限公司
1518,1651,电商行业新闻2014年,文本,新闻资讯 电子商务 舆情监测 ,5662310.4,Excel,2014.01-2014.12,单个数据 ,130.82,5.0分,25995,北京麦克斯泰科技有限公司
1519,1652,【嘉兴市】餐饮门店位置数据,文本,位置地图 ,1048576.0,.xls,2017.01-2017.08,单个数据 ,2000.0,5.0分,22263,嘉兴四维智城信息科技有限公司
1520,1653,西安市公交站点位置数据,文本,市内交通 ,602112.0,xlsx,2017.02-2017.07,单个数据 ,562.0,5.0分,27741,北京大地图科技有限公司
1521,1654,杭州市公交站点位置数据,文本,市内交通 ,909312.0,xlsx,2017.02-2017.07,单个数据 ,880.0,5.0分,26389,北京大地图科技有限公司
1522,1655,【宁波市】汽车销售及服务门店位置数据,文本,位置地图 ,436224.0,xls,2017.01-2017.10,单个数据 ,1500.0,5.0分,27401,嘉兴四维智城信息科技有限公司
1523,1656,汽车政策新闻2016年,文本,新闻资讯 舆情监测 ,3670016.0,Excel,2016.01-2016.12,单个数据 ,485.58,5.0分,24696,北京麦克斯泰科技有限公司
1524,1657,厦门市公交站点位置数据,文本,位置地图 市内交通 ,229376.0,xlsx,2017.02-2017.07,单个数据 ,207.0,5.0分,22256,北京大地图科技有限公司
1525,1658,洛阳市公交站点位置数据,文本,位置地图 市内交通 ,404480.0,xlsx,2017.02-2017.07,单个数据 ,468.0,5.0分,28743,北京大地图科技有限公司
1526,1659,汽车政策新闻2013年,文本,新闻资讯 舆情监测 ,17408.0,Excel,2013.01-2013.12,单个数据 ,1.08,5.0分,21149,北京麦克斯泰科技有限公司
1527,1660,宁波市公交站点位置数据,文本,市内交通 ,894976.0,xlsx,2017.02-2017.07,单个数据 ,869.0,5.0分,27442,北京大地图科技有限公司
1528,1661,昆明市公交站点位置信息,文本,市内交通 ,302080.0,xlsx,2017.02-2017.07,单个数据 ,307.0,5.0分,21689,北京大地图科技有限公司
1529,1662,奶粉政策新闻2016年,文本,新闻资讯 舆情监测 ,44564480.0,Excel,2016.01-2016.12,单个数据 ,4007.54,5.0分,25753,北京麦克斯泰科技有限公司
1530,1663,【宁波市】餐饮门店位置数据,文本,位置地图 ,1572864.0,.xls,2017.01-2017.08,单个数据 ,4800.0,5.0分,27325,嘉兴四维智城信息科技有限公司
1531,1664,南昌市公交站点位置数据,文本,位置地图 市内交通 ,358400.0,xlsx,2017.02-2017.07,单个数据 ,291.0,5.0分,24581,北京大地图科技有限公司
1532,1665,沈阳市公交站点位置数据,文本,位置地图 市内交通 ,363520.0,xlsx,2017.02-2017.07,单个数据 ,356.0,5.0分,27962,北京大地图科技有限公司
1533,1666,太原市公交站点位置信息,文本,市内交通 ,151552.0,xlsx,2017.02-2017.07,单个数据 ,132.0,5.0分,27758,北京大地图科技有限公司
1534,1667,合肥市公交站点位置数据,文本,市内交通 ,261120.0,xlsx,2017.02-2017.07,单个数据 ,258.0,5.0分,23831,北京大地图科技有限公司
1535,1668,广州市公交站点位置数据,文本,市内交通 ,838656.0,xlsx,2017.02-2017.07,单个数据 ,816.0,5.0分,24161,北京大地图科技有限公司
1536,1669,电商政策新闻2013年,文本,新闻资讯 电子商务 舆情监测 ,20480.0,Excel,2013.01-2013.12,单个数据 ,1.34,5.0分,29354,北京麦克斯泰科技有限公司
1537,1670,哈尔滨市公交站点位置数据,文本,位置地图 市内交通 ,340992.0,xlsx,2017.02-2017.07,单个数据 ,358.0,5.0分,23750,北京大地图科技有限公司
1538,1671,上海市部分停车场位置及深度信息,文本,位置地图 ,207872.0,xlsx,2017.03-2017.09,单个数据 ,300.0,5.0分,22678,北京大地图科技有限公司
1539,1672,乌鲁木齐市公交站点位置数据,文本,市内交通 ,171008.0,xlsx,2017.02-2017.07,单个数据 ,160.0,5.0分,27384,北京大地图科技有限公司
1540,1673,金融政策新闻2015年,文本,新闻资讯 舆情监测 ,33135001.6,Excel,2015.01-2015.12,单个数据 ,3963.96,5.0分,29059,北京麦克斯泰科技有限公司
1541,1674,苏州市公交站点位置数据,文本,位置地图 市内交通 ,1048576.0,xlsx,2017.02-2017.07,单个数据 ,1099.0,5.0分,20968,北京大地图科技有限公司
1542,1675,青岛市公交站点位置数据,文本,市内交通 ,636928.0,xlsx,2017.02-2017.07,单个数据 ,656.0,5.0分,26750,北京大地图科技有限公司
1543,1676,汽车行业新闻2013年,文本,新闻资讯 舆情监测 ,3879731.2,Excel,2013.01-2013.12,单个数据 ,191.03,5.0分,29736,北京麦克斯泰科技有限公司
1544,1677,电商政策新闻2016年,文本,新闻资讯 电子商务 舆情监测 ,2306867.2,Excel,2016.01-2016.12,单个数据 ,333.54,5.0分,24578,北京麦克斯泰科技有限公司
1545,1678,家电政策新闻2016年,文本,新闻资讯 舆情监测 ,264192.0,Excel,2016.01-2016.12,单个数据 ,38.38,5.0分,22090,北京麦克斯泰科技有限公司
1546,1679,郑州市公交站点位置数据,文本,位置地图 市内交通 ,447488.0,xlsx,2017.02-2017.07,单个数据 ,468.0,5.0分,27486,北京大地图科技有限公司
